Margin(data: [.#.##..#.#], img[2411], T[0,0], d[N])
Margin(data: [#.##.#..##], img[1489], T[0,180], d[E])
Margin(data: [#..###.#.#], img[1489], T[0,180], d[S])
Margin(data: [#.#.#.#.##], img[1489], T[0,180], d[W])
Margin(data: [##.#.#.#.#], img[1489], T[0,270], d[N])
Margin(data: [#####....#], img[1489], T[0,270], d[E])
Margin(data: [##..#.##.#], img[1489], T[0,270], d[S])
Margin(data: [#..###.#.#], img[1489], T[0,270], d[W])
Margin(data: [#..###.#.#], img[1489], T[1,0], d[N])
Margin(data: [##..#.##.#], img[1489], T[1,0], d[E])
Margin(data: [#####....#], img[1489], T[1,0], d[S])
Margin(data: [##.#.#.#.#], img[1489], T[1,0], d[W])
Margin(data: [#.#.#.#.##], img[1489], T[1,90], d[N])
Margin(data: [#..###.#.#], img[1489], T[1,90], d[E])
Margin(data: [#.##.#..##], img[1489], T[1,90], d[S])
Margin(data: [#####....#], img[1489], T[1,90], d[W])
Margin(data: [#....#####], img[1489], T[1,180], d[N])
Margin(data: [#.#.#.#.##], img[1489], T[1,180], d[E])
Margin(data: [#.#.###..#], img[1489], T[1,180], d[S])
Margin(data: [#.##.#..##], img[1489], T[1,180], d[W])
Margin(data: [##..#.##.#], img[1489], T[1,270], d[N])
Margin(data: [#....#####], img[1489], T[1,270], d[E])
Margin(data: [##.#.#.#.#], img[1489], T[1,270], d[S])
Margin(data: [#.#.###..#], img[1489], T[1,270], d[W])
Margin(data: [##..###...], img[1193], T[0,0], d[N])
Margin(data: [..#.###.#.], img[1193], T[0,0], d[E])
Margin(data: [########..], img[1193], T[0,0], d[S])
Margin(data: [##.##..###], img[1193], T[0,0], d[W])
Margin(data: [###..##.##], img[1193], T[0,90], d[N])
Margin(data: [##..###...], img[1193], T[0,90], d[E])
Margin(data: [.#.###.#..], img[1193], T[0,90], d[S])
Margin(data: [########..], img[1193], T[0,90], d[W])
Margin(data: [..########], img[1193], T[0,180], d[N])
Margin(data: [###..##.##], img[1193], T[0,180], d[E])
Margin(data: [...###..##], img[1193], T[0,180], d[S])
Margin(data: [.#.###.#..], img[1193], T[0,180], d[W])
Margin(data: [..#.###.#.], img[1193], T[0,270], d[N])
Margin(data: [..########], img[1193], T[0,270], d[E])
Margin(data: [##.##..###], img[1193], T[0,270], d[S])
Margin(data: [...###..##], img[1193], T[0,270], d[W])
Margin(data: [...###..##], img[1193], T[1,0], d[N])
Margin(data: [##.##..###], img[1193], T[1,0], d[E])
Margin(data: [..########], img[1193], T[1,0], d[S])
Margin(data: [..#.###.#.], img[1193], T[1,0], d[W])
Margin(data: [.#.###.#..], img[1193], T[1,90], d[N])
Margin(data: [...###..##], img[1193], T[1,90], d[E])
Margin(data: [###..##.##], img[1193], T[1,90], d[S])
Margin(data: [..########], img[1193], T[1,90], d[W])
Margin(data: [########..], img[1193], T[1,180], d[N])
Margin(data: [.#.###.#..], img[1193], T[1,180], d[E])
Margin(data: [##..###...], img[1193], T[1,180], d[S])
Margin(data: [###..##.##], img[1193], T[1,180], d[W])
Margin(data: [##.##..###], img[1193], T[1,270], d[N])
Margin(data: [########..], img[1193], T[1,270], d[E])
Margin(data: [..#.###.#.], img[1193], T[1,270], d[S])
Margin(data: [##..###...], img[1193], T[1,270], d[W])
Margin(data: [##.....###], img[1163], T[0,0], d[N])
Margin(data: [##...##..#], img[1163], T[0,0], d[E])
Margin(data: [.#..##.###], img[1163], T[0,0], d[S])
Margin(data: [#.##....#.], img[1163], T[0,0], d[W])
Margin(data: [.#....##.#], img[1163], T[0,90], d[N])
Margin(data: [##.....###], img[1163], T[0,90], d[E])
Margin(data: [#..##...##], img[1163], T[0,90], d[S])
Margin(data: [.#..##.###], img[1163], T[0,90], d[W])
Margin(data: [###.##..#.], img[1163], T[0,180], d[N])
Margin(data: [.#....##.#], img[1163], T[0,180], d[E])
Margin(data: [###.....##], img[1163], T[0,180], d[S])
Margin(data: [#..##...##], img[1163], T[0,180], d[W])
Margin(data: [##...##..#], img[1163], T[0,270], d[N])
Margin(data: [###.##..#.], img[1163], T[0,270], d[E])
Margin(data: [#.##....#.], img[1163], T[0,270], d[S])
Margin(data: [###.....##], img[1163], T[0,270], d[W])
Margin(data: [###.....##], img[1163], T[1,0], d[N])
Margin(data: [#.##....#.], img[1163], T[1,0], d[E])
Margin(data: [###.##..#.], img[1163], T[1,0], d[S])
Margin(data: [##...##..#], img[1163], T[1,0], d[W])
Margin(data: [#..##...##], img[1163], T[1,90], d[N])
Margin(data: [###.....##], img[1163], T[1,90], d[E])
Margin(data: [.#....##.#], img[1163], T[1,90], d[S])
Margin(data: [###.##..#.], img[1163], T[1,90], d[W])
Margin(data: [.#..##.###], img[1163], T[1,180], d[N])
Margin(data: [#..##...##], img[1163], T[1,180], d[E])
Margin(data: [##.....###], img[1163], T[1,180], d[S])
Margin(data: [.#....##.#], img[1163], T[1,180], d[W])
Margin(data: [#.##....#.], img[1163], T[1,270], d[N])
Margin(data: [.#..##.###], img[1163], T[1,270], d[E])
Margin(data: [##...##..#], img[1163], T[1,270], d[S])
Margin(data: [##.....###], img[1163], T[1,270], d[W])
Margin(data: [##..#..#..], img[2137], T[0,0], d[N])
Margin(data: [.##..##.#.], img[2137], T[0,0], d[E])
Margin(data: [..##.##...], img[2137], T[0,0], d[S])
Margin(data: [#.##.#.#..], img[2137], T[0,0], d[W])
Margin(data: [..#.#.##.#], img[2137], T[0,90], d[N])
Margin(data: [##..#..#..], img[2137], T[0,90], d[E])
Margin(data: [.#.##..##.], img[2137], T[0,90], d[S])
Margin(data: [..##.##...], img[2137], T[0,90], d[W])
Margin(data: [...##.##..], img[2137], T[0,180], d[N])
Margin(data: [..#.#.##.#], img[2137], T[0,180], d[E])
Margin(data: [..#..#..##], img[2137], T[0,180], d[S])
Margin(data: [.#.##..##.], img[2137], T[0,180], d[W])
Margin(data: [.##..##.#.], img[2137], T[0,270], d[N])
Margin(data: [...##.##..], img[2137], T[0,270], d[E])
Margin(data: [#.##.#.#..], img[2137], T[0,270], d[S])
Margin(data: [..#..#..##], img[2137], T[0,270], d[W])
Margin(data: [..#..#..##], img[2137], T[1,0], d[N])
Margin(data: [#.##.#.#..], img[2137], T[1,0], d[E])
Margin(data: [...##.##..], img[2137], T[1,0], d[S])
Margin(data: [.##..##.#.], img[2137], T[1,0], d[W])
Margin(data: [.#.##..##.], img[2137], T[1,90], d[N])
Margin(data: [..#..#..##], img[2137], T[1,90], d[E])
Margin(data: [..#.#.##.#], img[2137], T[1,90], d[S])
Margin(data: [...##.##..], img[2137], T[1,90], d[W])
Margin(data: [..##.##...], img[2137], T[1,180], d[N])
Margin(data: [.#.##..##.], img[2137], T[1,180], d[E])
Margin(data: [##..#..#..], img[2137], T[1,180], d[S])
Margin(data: [..#.#.##.#], img[2137], T[1,180], d[W])
Margin(data: [#.##.#.#..], img[2137], T[1,270], d[N])
Margin(data: [..##.##...], img[2137], T[1,270], d[E])
Margin(data: [.##..##.#.], img[2137], T[1,270], d[S])
Margin(data: [##..#..#..], img[2137], T[1,270], d[W])
Margin(data: [#..##..#.#], img[1559], T[0,0], d[N])
Margin(data: [##.####...], img[1559], T[0,0], d[E])
Margin(data: [###..####.], img[1559], T[0,0], d[S])
Margin(data: [#.###..#.#], img[1559], T[0,0], d[W])
Margin(data: [#.#..###.#], img[1559], T[0,90], d[N])
Margin(data: [#..##..#.#], img[1559], T[0,90], d[E])
Margin(data: [...####.##], img[1559], T[0,90], d[S])
Margin(data: [###..####.], img[1559], T[0,90], d[W])
Margin(data: [.####..###], img[1559], T[0,180], d[N])
Margin(data: [#.#..###.#], img[1559], T[0,180], d[E])
Margin(data: [#.#..##..#], img[1559], T[0,180], d[S])
Margin(data: [...####.##], img[1559], T[0,180], d[W])
Margin(data: [##.####...], img[1559], T[0,270], d[N])
Margin(data: [.####..###], img[1559], T[0,270], d[E])
Margin(data: [#.###..#.#], img[1559], T[0,270], d[S])
Margin(data: [#.#..##..#], img[1559], T[0,270], d[W])
Margin(data: [#.#..##..#], img[1559], T[1,0], d[N])
Margin(data: [#.###..#.#], img[1559], T[1,0], d[E])
Margin(data: [.####..###], img[1559], T[1,0], d[S])
Margin(data: [##.####...], img[1559], T[1,0], d[W])
Margin(data: [...####.##], img[1559], T[1,90], d[N])
Margin(data: [#.#..##..#], img[1559], T[1,90], d[E])
Margin(data: [#.#..###.#], img[1559], T[1,90], d[S])
Margin(data: [.####..###], img[1559], T[1,90], d[W])
Margin(data: [###..####.], img[1559], T[1,180], d[N])
Margin(data: [...####.##], img[1559], T[1,180], d[E])
Margin(data: [#..##..#.#], img[1559], T[1,180], d[S])
Margin(data: [#.#..###.#], img[1559], T[1,180], d[W])
Margin(data: [#.###..#.#], img[1559], T[1,270], d[N])
Margin(data: [###..####.], img[1559], T[1,270], d[E])
Margin(data: [##.####...], img[1559], T[1,270], d[S])
Margin(data: [#..##..#.#], img[1559], T[1,270], d[W])
Margin(data: [.###..#...], img[2521], T[0,0], d[N])
Margin(data: [...#.##..#], img[2521], T[0,0], d[E])
Margin(data: [##..######], img[2521], T[0,0], d[S])
Margin(data: [.#.#..####], img[2521], T[0,0], d[W])
Margin(data: [####..#.#.], img[2521], T[0,90], d[N])
Margin(data: [.###..#...], img[2521], T[0,90], d[E])
Margin(data: [#..##.#...], img[2521], T[0,90], d[S])
Margin(data: [##..######], img[2521], T[0,90], d[W])
Margin(data: [######..##], img[2521], T[0,180], d[N])
Margin(data: [####..#.#.], img[2521], T[0,180], d[E])
Margin(data: [...#..###.], img[2521], T[0,180], d[S])
Margin(data: [#..##.#...], img[2521], T[0,180], d[W])
Margin(data: [...#.##..#], img[2521], T[0,270], d[N])
Margin(data: [######..##], img[2521], T[0,270], d[E])
Margin(data: [.#.#..####], img[2521], T[0,270], d[S])
Margin(data: [...#..###.], img[2521], T[0,270], d[W])
Margin(data: [...#..###.], img[2521], T[1,0], d[N])
Margin(data: [.#.#..####], img[2521], T[1,0], d[E])
Margin(data: [######..##], img[2521], T[1,0], d[S])
Margin(data: [...#.##..#], img[2521], T[1,0], d[W])
Margin(data: [#..##.#...], img[2521], T[1,90], d[N])
Margin(data: [...#..###.], img[2521], T[1,90], d[E])
Margin(data: [####..#.#.], img[2521], T[1,90], d[S])
Margin(data: [######..##], img[2521], T[1,90], d[W])
Margin(data: [##..######], img[2521], T[1,180], d[N])
Margin(data: [#..##.#...], img[2521], T[1,180], d[E])
Margin(data: [.###..#...], img[2521], T[1,180], d[S])
Margin(data: [####..#.#.], img[2521], T[1,180], d[W])
Margin(data: [.#.#..####], img[2521], T[1,270], d[N])
Margin(data: [##..######], img[2521], T[1,270], d[E])
Margin(data: [...#.##..#], img[2521], T[1,270], d[S])
Margin(data: [.###..#...], img[2521], T[1,270], d[W])
Margin(data: [..#####.##], img[1171], T[0,0], d[N])
Margin(data: [##.####.#.], img[1171], T[0,0], d[E])
Margin(data: [#.#.#.....], img[1171], T[0,0], d[S])
Margin(data: [...#######], img[1171], T[0,0], d[W])
Margin(data: [#######...], img[1171], T[0,90], d[N])
Margin(data: [..#####.##], img[1171], T[0,90], d[E])
Margin(data: [.#.####.##], img[1171], T[0,90], d[S])
Margin(data: [#.#.#.....], img[1171], T[0,90], d[W])
Margin(data: [.....#.#.#], img[1171], T[0,180], d[N])
Margin(data: [#######...], img[1171], T[0,180], d[E])
Margin(data: [##.#####..], img[1171], T[0,180], d[S])
Margin(data: [.#.####.##], img[1171], T[0,180], d[W])
Margin(data: [##.####.#.], img[1171], T[0,270], d[N])
Margin(data: [.....#.#.#], img[1171], T[0,270], d[E])
Margin(data: [...#######], img[1171], T[0,270], d[S])
Margin(data: [##.#####..], img[1171], T[0,270], d[W])
Margin(data: [##.#####..], img[1171], T[1,0], d[N])
Margin(data: [...#######], img[1171], T[1,0], d[E])
Margin(data: [.....#.#.#], img[1171], T[1,0], d[S])
Margin(data: [##.####.#.], img[1171], T[1,0], d[W])
Margin(data: [.#.####.##], img[1171], T[1,90], d[N])
Margin(data: [##.#####..], img[1171], T[1,90], d[E])
Margin(data: [#######...], img[1171], T[1,90], d[S])
Margin(data: [.....#.#.#], img[1171], T[1,90], d[W])
Margin(data: [#.#.#.....], img[1171], T[1,180], d[N])
Margin(data: [.#.####.##], img[1171], T[1,180], d[E])
Margin(data: [..#####.##], img[1171], T[1,180], d[S])
Margin(data: [#######...], img[1171], T[1,180], d[W])
Margin(data: [...#######], img[1171], T[1,270], d[N])
Margin(data: [#.#.#.....], img[1171], T[1,270], d[E])
Margin(data: [##.####.#.], img[1171], T[1,270], d[S])
Margin(data: [..#####.##], img[1171], T[1,270], d[W])
Margin(data: [..##.###.#], img[1361], T[0,0], d[N])
Margin(data: [##..##..#.], img[1361], T[0,0], d[E])
Margin(data: [..##..#...], img[1361], T[0,0], d[S])
Margin(data: [..#.###...], img[1361], T[0,0], d[W])
Margin(data: [...###.#..], img[1361], T[0,90], d[N])
Margin(data: [..##.###.#], img[1361], T[0,90], d[E])
Margin(data: [.#..##..##], img[1361], T[0,90], d[S])
Margin(data: [..##..#...], img[1361], T[0,90], d[W])
Margin(data: [...#..##..], img[1361], T[0,180], d[N])
Margin(data: [...###.#..], img[1361], T[0,180], d[E])
Margin(data: [#.###.##..], img[1361], T[0,180], d[S])
Margin(data: [.#..##..##], img[1361], T[0,180], d[W])
Margin(data: [##..##..#.], img[1361], T[0,270], d[N])
Margin(data: [...#..##..], img[1361], T[0,270], d[E])
Margin(data: [..#.###...], img[1361], T[0,270], d[S])
Margin(data: [#.###.##..], img[1361], T[0,270], d[W])
Margin(data: [#.###.##..], img[1361], T[1,0], d[N])
Margin(data: [..#.###...], img[1361], T[1,0], d[E])
Margin(data: [...#..##..], img[1361], T[1,0], d[S])
Margin(data: [##..##..#.], img[1361], T[1,0], d[W])
Margin(data: [.#..##..##], img[1361], T[1,90], d[N])
Margin(data: [#.###.##..], img[1361], T[1,90], d[E])
Margin(data: [...###.#..], img[1361], T[1,90], d[S])
Margin(data: [...#..##..], img[1361], T[1,90], d[W])
Margin(data: [..##..#...], img[1361], T[1,180], d[N])
Margin(data: [.#..##..##], img[1361], T[1,180], d[E])
Margin(data: [..##.###.#], img[1361], T[1,180], d[S])
Margin(data: [...###.#..], img[1361], T[1,180], d[W])
Margin(data: [..#.###...], img[1361], T[1,270], d[N])
Margin(data: [..##..#...], img[1361], T[1,270], d[E])
Margin(data: [##..##..#.], img[1361], T[1,270], d[S])
Margin(data: [..##.###.#], img[1361], T[1,270], d[W])
Margin(data: [#.##..####], img[1259], T[0,0], d[N])
Margin(data: [#.##.#.##.], img[1259], T[0,0], d[E])
Margin(data: [#.###..##.], img[1259], T[0,0], d[S])
Margin(data: [##....####], img[1259], T[0,0], d[W])
Margin(data: [####....##], img[1259], T[0,90], d[N])
Margin(data: [#.##..####], img[1259], T[0,90], d[E])
Margin(data: [.##.#.##.#], img[1259], T[0,90], d[S])
Margin(data: [#.###..##.], img[1259], T[0,90], d[W])
Margin(data: [.##..###.#], img[1259], T[0,180], d[N])
Margin(data: [####....##], img[1259], T[0,180], d[E])
Margin(data: [####..##.#], img[1259], T[0,180], d[S])
Margin(data: [.##.#.##.#], img[1259], T[0,180], d[W])
Margin(data: [#.##.#.##.], img[1259], T[0,270], d[N])
Margin(data: [.##..###.#], img[1259], T[0,270], d[E])
Margin(data: [##....####], img[1259], T[0,270], d[S])
Margin(data: [####..##.#], img[1259], T[0,270], d[W])
Margin(data: [####..##.#], img[1259], T[1,0], d[N])
Margin(data: [##....####], img[1259], T[1,0], d[E])
Margin(data: [.##..###.#], img[1259], T[1,0], d[S])
Margin(data: [#.##.#.##.], img[1259], T[1,0], d[W])
Margin(data: [.##.#.##.#], img[1259], T[1,90], d[N])
Margin(data: [####..##.#], img[1259], T[1,90], d[E])
Margin(data: [####....##], img[1259], T[1,90], d[S])
Margin(data: [.##..###.#], img[1259], T[1,90], d[W])
Margin(data: [#.###..##.], img[1259], T[1,180], d[N])
Margin(data: [.##.#.##.#], img[1259], T[1,180], d[E])
Margin(data: [#.##..####], img[1259], T[1,180], d[S])
Margin(data: [####....##], img[1259], T[1,180], d[W])
Margin(data: [##....####], img[1259], T[1,270], d[N])
Margin(data: [#.###..##.], img[1259], T[1,270], d[E])
Margin(data: [#.##.#.##.], img[1259], T[1,270], d[S])
Margin(data: [#.##..####], img[1259], T[1,270], d[W])
Margin(data: [##.###..#.], img[1987], T[0,0], d[N])
Margin(data: [.###.#.##.], img[1987], T[0,0], d[E])
Margin(data: [.....#....], img[1987], T[0,0], d[S])
Margin(data: [#.##....#.], img[1987], T[0,0], d[W])
Margin(data: [.#....##.#], img[1987], T[0,90], d[N])
Margin(data: [##.###..#.], img[1987], T[0,90], d[E])
Margin(data: [.##.#.###.], img[1987], T[0,90], d[S])
Margin(data: [.....#....], img[1987], T[0,90], d[W])
Margin(data: [....#.....], img[1987], T[0,180], d[N])
Margin(data: [.#....##.#], img[1987], T[0,180], d[E])
Margin(data: [.#..###.##], img[1987], T[0,180], d[S])
Margin(data: [.##.#.###.], img[1987], T[0,180], d[W])
Margin(data: [.###.#.##.], img[1987], T[0,270], d[N])
Margin(data: [....#.....], img[1987], T[0,270], d[E])
Margin(data: [#.##....#.], img[1987], T[0,270], d[S])
Margin(data: [.#..###.##], img[1987], T[0,270], d[W])
Margin(data: [.#..###.##], img[1987], T[1,0], d[N])
Margin(data: [#.##....#.], img[1987], T[1,0], d[E])
Margin(data: [....#.....], img[1987], T[1,0], d[S])
Margin(data: [.###.#.##.], img[1987], T[1,0], d[W])
Margin(data: [.##.#.###.], img[1987], T[1,90], d[N])
Margin(data: [.#..###.##], img[1987], T[1,90], d[E])
Margin(data: [.#....##.#], img[1987], T[1,90], d[S])
Margin(data: [....#.....], img[1987], T[1,90], d[W])
Margin(data: [.....#....], img[1987], T[1,180], d[N])
Margin(data: [.##.#.###.], img[1987], T[1,180], d[E])
Margin(data: [##.###..#.], img[1987], T[1,180], d[S])
Margin(data: [.#....##.#], img[1987], T[1,180], d[W])
Margin(data: [#.##....#.], img[1987], T[1,270], d[N])
Margin(data: [.....#....], img[1987], T[1,270], d[E])
Margin(data: [.###.#.##.], img[1987], T[1,270], d[S])
Margin(data: [##.###..#.], img[1987], T[1,270], d[W])
Margin(data: [#.#.##..#.], img[2777], T[0,0], d[N])
Margin(data: [.##.##..##], img[2777], T[0,0], d[E])
Margin(data: [#..##.#..#], img[2777], T[0,0], d[S])
Margin(data: [##..###..#], img[2777], T[0,0], d[W])
Margin(data: [#..###..##], img[2777], T[0,90], d[N])
Margin(data: [#.#.##..#.], img[2777], T[0,90], d[E])
Margin(data: [##..##.##.], img[2777], T[0,90], d[S])
Margin(data: [#..##.#..#], img[2777], T[0,90], d[W])
Margin(data: [#..#.##..#], img[2777], T[0,180], d[N])
Margin(data: [#..###..##], img[2777], T[0,180], d[E])
Margin(data: [.#..##.#.#], img[2777], T[0,180], d[S])
Margin(data: [##..##.##.], img[2777], T[0,180], d[W])
Margin(data: [.##.##..##], img[2777], T[0,270], d[N])
Margin(data: [#..#.##..#], img[2777], T[0,270], d[E])
Margin(data: [##..###..#], img[2777], T[0,270], d[S])
Margin(data: [.#..##.#.#], img[2777], T[0,270], d[W])
Margin(data: [.#..##.#.#], img[2777], T[1,0], d[N])
Margin(data: [##..###..#], img[2777], T[1,0], d[E])
Margin(data: [#..#.##..#], img[2777], T[1,0], d[S])
Margin(data: [.##.##..##], img[2777], T[1,0], d[W])
Margin(data: [##..##.##.], img[2777], T[1,90], d[N])
Margin(data: [.#..##.#.#], img[2777], T[1,90], d[E])
Margin(data: [#..###..##], img[2777], T[1,90], d[S])
Margin(data: [#..#.##..#], img[2777], T[1,90], d[W])
Margin(data: [#..##.#..#], img[2777], T[1,180], d[N])
Margin(data: [##..##.##.], img[2777], T[1,180], d[E])
Margin(data: [#.#.##..#.], img[2777], T[1,180], d[S])
Margin(data: [#..###..##], img[2777], T[1,180], d[W])
Margin(data: [##..###..#], img[2777], T[1,270], d[N])
Margin(data: [#..##.#..#], img[2777], T[1,270], d[E])
Margin(data: [.##.##..##], img[2777], T[1,270], d[S])
Margin(data: [#.#.##..#.], img[2777], T[1,270], d[W])
Margin(data: [...###.###], img[3673], T[0,0], d[N])
Margin(data: [##...#..#.], img[3673], T[0,0], d[E])
Margin(data: [##..#..##.], img[3673], T[0,0], d[S])
Margin(data: [.#..##..##], img[3673], T[0,0], d[W])
Margin(data: [##..##..#.], img[3673], T[0,90], d[N])
Margin(data: [...###.###], img[3673], T[0,90], d[E])
Margin(data: [.#..#...##], img[3673], T[0,90], d[S])
Margin(data: [##..#..##.], img[3673], T[0,90], d[W])
Margin(data: [.##..#..##], img[3673], T[0,180], d[N])
Margin(data: [##..##..#.], img[3673], T[0,180], d[E])
Margin(data: [###.###...], img[3673], T[0,180], d[S])
Margin(data: [.#..#...##], img[3673], T[0,180], d[W])
Margin(data: [##...#..#.], img[3673], T[0,270], d[N])
Margin(data: [.##..#..##], img[3673], T[0,270], d[E])
Margin(data: [.#..##..##], img[3673], T[0,270], d[S])
Margin(data: [###.###...], img[3673], T[0,270], d[W])
Margin(data: [###.###...], img[3673], T[1,0], d[N])
Margin(data: [.#..##..##], img[3673], T[1,0], d[E])
Margin(data: [.##..#..##], img[3673], T[1,0], d[S])
Margin(data: [##...#..#.], img[3673], T[1,0], d[W])
Margin(data: [.#..#...##], img[3673], T[1,90], d[N])
Margin(data: [###.###...], img[3673], T[1,90], d[E])
Margin(data: [##..##..#.], img[3673], T[1,90], d[S])
Margin(data: [.##..#..##], img[3673], T[1,90], d[W])
Margin(data: [##..#..##.], img[3673], T[1,180], d[N])
Margin(data: [.#..#...##], img[3673], T[1,180], d[E])
Margin(data: [...###.###], img[3673], T[1,180], d[S])
Margin(data: [##..##..#.], img[3673], T[1,180], d[W])
Margin(data: [.#..##..##], img[3673], T[1,270], d[N])
Margin(data: [##..#..##.], img[3673], T[1,270], d[E])
Margin(data: [##...#..#.], img[3673], T[1,270], d[S])
Margin(data: [...###.###], img[3673], T[1,270], d[W])
Margin(data: [#.##.#####], img[2819], T[0,0], d[N])
Margin(data: [#.##.##...], img[2819], T[0,0], d[E])
Margin(data: [..#######.], img[2819], T[0,0], d[S])
Margin(data: [###.##....], img[2819], T[0,0], d[W])
Margin(data: [....##.###], img[2819], T[0,90], d[N])
Margin(data: [#.##.#####], img[2819], T[0,90], d[E])
Margin(data: [...##.##.#], img[2819], T[0,90], d[S])
Margin(data: [..#######.], img[2819], T[0,90], d[W])
Margin(data: [.#######..], img[2819], T[0,180], d[N])
